x,y,Class
9.685831611286311871e-01,-2.486898871648544895e-01,0.000000000000000000e+00
-7.289686274214115524e-01,-6.845471059286887261e-01,0.000000000000000000e+00
-1.499050516685797030e-01,-7.858298005829510435e-01,1.000000000000000000e+00
-8.763066800438635839e-01,4.817536741017152124e-01,0.000000000000000000e+00
6.472135954999580498e-01,4.702282018339785097e-01,1.000000000000000000e+00
7.936917610515823451e-01,1.002665868514434067e-01,1.000000000000000000e+00
2.472135954999578056e-01,-7.608452130361229582e-01,1.000000000000000000e+00
-1.873813145857246287e-01,-9.822872507286887211e-01,0.000000000000000000e+00
6.472135954999582719e-01,-4.702282018339780656e-01,1.000000000000000000e+00
-6.374239897486897455e-01,7.705132427757892533e-01,0.000000000000000000e+00
-5.023241562345072408e-02,7.984213827426173138e-01,1.000000000000000000e+00
3.406234332520581276e-01,-7.238616419728156615e-01,1.000000000000000000e+00
-9.297764858882514583e-01,3.681245526846777527e-01,0.000000000000000000e+00
6.279051952931372083e-02,-9.980267284282715590e-01,0.000000000000000000e+00
-6.279051952931320735e-02,-9.980267284282715590e-01,0.000000000000000000e+00
3.090169943749474513e-01,9.510565162951535312e-01,0.000000000000000000e+00
-5.358267949789968787e-01,8.443279255020149643e-01,0.000000000000000000e+00
7.010453440350908894e-01,3.854029392813722588e-01,1.000000000000000000e+00
-2.472135954999580554e-01,-7.608452130361228472e-01,1.000000000000000000e+00
7.438211887106011000e-01,2.944996421477423798e-01,1.000000000000000000e+00
-7.936917610515823451e-01,-1.002665868514434344e-01,1.000000000000000000e+00
-5.358267949789963236e-01,-8.443279255020152974e-01,0.000000000000000000e+00
-3.090169943749475623e-01,-9.510565162951535312e-01,0.000000000000000000e+00
5.358267949789967677e-01,-8.443279255020149643e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.358267949789965456e-01,8.443279255020150753e-01,0.000000000000000000e+00
-5.831749019371293974e-01,5.476376847429508254e-01,1.000000000000000000e+00
-5.099391917989518630e-01,6.164105942206314914e-01,1.000000000000000000e+00
7.010453440350908894e-01,-3.854029392813722588e-01,1.000000000000000000e+00
-3.090169943749475623e-01,9.510565162951535312e-01,0.000000000000000000e+00
9.921147013144778759e-01,1.253332335643042583e-01,0.000000000000000000e+00
9.297764858882514583e-01,-3.681245526846778637e-01,0.000000000000000000e+00
8.090169943749477843e-01,-5.877852522924725820e-01,0.000000000000000000e+00
-9.685831611286310761e-01,-2.486898871648550169e-01,0.000000000000000000e+00
-5.023241562345057143e-02,-7.984213827426173138e-01,1.000000000000000000e+00
-8.763066800438634729e-01,-4.817536741017153790e-01,0.000000000000000000e+00
-7.289686274214116635e-01,6.845471059286885041e-01,0.000000000000000000e+00
-1.000000000000000000e+00,-3.216245299353273201e-16,0.000000000000000000e+00
-7.438211887106012110e-01,2.944996421477422133e-01,1.000000000000000000e+00
-7.438211887106009890e-01,-2.944996421477426574e-01,1.000000000000000000e+00
-9.685831611286310761e-01,2.486898871648548226e-01,0.000000000000000000e+00
-7.010453440350908894e-01,3.854029392813722033e-01,1.000000000000000000e+00
-8.000000000000000444e-01,-2.572996239482618758e-16,1.000000000000000000e+00
5.099391917989519740e-01,-6.164105942206312694e-01,1.000000000000000000e+00
1.873813145857245177e-01,9.822872507286887211e-01,0.000000000000000000e+00
-4.286614359831975030e-01,6.754623404016120158e-01,1.000000000000000000e+00
6.374239897486896345e-01,7.705132427757892533e-01,0.000000000000000000e+00
-5.099391917989516410e-01,-6.164105942206314914e-01,1.000000000000000000e+00
3.406234332520581276e-01,7.238616419728156615e-01,1.000000000000000000e+00
-6.472135954999578278e-01,-4.702282018339787317e-01,1.000000000000000000e+00
8.090169943749474513e-01,5.877852522924731371e-01,0.000000000000000000e+00
-7.010453440350907783e-01,-3.854029392813723143e-01,1.000000000000000000e+00
4.257792915650726595e-01,9.048270524660195768e-01,0.000000000000000000e+00
5.023241562345098082e-02,-7.984213827426173138e-01,1.000000000000000000e+00
7.748665289029049719e-01,-1.989519097318835916e-01,1.000000000000000000e+00
-4.257792915650727150e-01,9.048270524660194658e-01,0.000000000000000000e+00
-1.499050516685798695e-01,7.858298005829509325e-01,1.000000000000000000e+00
-4.257792915650721599e-01,-9.048270524660197989e-01,0.000000000000000000e+00
-7.748665289029048608e-01,-1.989519097318840357e-01,1.000000000000000000e+00
5.023241562345064776e-02,7.984213827426173138e-01,1.000000000000000000e+00
-6.279051952931340164e-02,9.980267284282715590e-01,0.000000000000000000e+00
4.257792915650726040e-01,-9.048270524660195768e-01,0.000000000000000000e+00
